ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000397869,"mean: 0.291479, var: 0.003423","mean: 0.536816, var: 0.001468","mean: 0.415332, var: 0.002915","mean: 0.095166, var: 0.000917","mean: 0.294336, var: 0.006600","mean: 0.103235, var: 0.000750","mean: 0.007740, var: 0.000031","mean: 0.296216, var: 0.003508","mean: 0.424902, var: 0.017354","mean: 0.313843, var: 0.010584","mean: 0.043052, var: 0.002227",3.1372823632186133,High
ENSP00000450973,"mean: 0.246704, var: 0.002938","mean: 0.787988, var: 0.002234","mean: 0.256128, var: 0.003662","mean: 0.086371, var: 0.000524","mean: 0.251172, var: 0.000094","mean: 0.241675, var: 0.003429","mean: 0.006830, var: 0.000035","mean: 0.197827, var: 0.006540","mean: 0.204199, var: 0.002188","mean: 0.256250, var: 0.002034","mean: 0.095355, var: 0.000996",3.0356947949008557,High
ENSP00000371607,"mean: 0.259814, var: 0.001305","mean: 0.183325, var: 0.000846","mean: 0.123657, var: 0.000641","mean: 0.208081, var: 0.004110","mean: 0.134497, var: 0.002473","mean: 0.835645, var: 0.000637","mean: 0.128479, var: 0.002251","mean: 0.136694, var: 0.002322","mean: 0.084692, var: 0.000084","mean: 0.176855, var: 0.000724","mean: 0.144580, var: 0.003129",2.996918826304806,High
ENSP00000390590,"mean: 0.303979, var: 0.015789","mean: 0.648730, var: 0.004883","mean: 0.292920, var: 0.006717","mean: 0.205481, var: 0.008305","mean: 0.392163, var: 0.019857","mean: 0.318115, var: 0.013399","mean: 0.016491, var: 0.000176","mean: 0.150073, var: 0.001701","mean: 0.135156, var: 0.001032","mean: 0.207324, var: 0.001423","mean: 0.213379, var: 0.008371",3.3376116385611896,High
ENSP00000363878,"mean: 0.384717, var: 0.000648","mean: 0.622949, var: 0.003718","mean: 0.514795, var: 0.003249","mean: 0.172070, var: 0.001928","mean: 0.273682, var: 0.001588","mean: 0.105481, var: 0.001415","mean: 0.013235, var: 0.000250","mean: 0.132776, var: 0.001616","mean: 0.347168, var: 0.011333","mean: 0.646631, var: 0.013131","mean: 0.031965, var: 0.001559",2.983446694415735,High
ENSP00000386830,"mean: 0.178723, var: 0.001724","mean: 0.471777, var: 0.000684","mean: 0.693750, var: 0.001880","mean: 0.037988, var: 0.000399","mean: 0.062054, var: 0.000368","mean: 0.319800, var: 0.004354","mean: 0.081274, var: 0.002176","mean: 0.284790, var: 0.006078","mean: 0.144824, var: 0.000849","mean: 0.216895, var: 0.002792","mean: 0.399951, var: 0.021952",3.1166919434595957,High
ENSP00000423638,"mean: 0.345068, var: 0.002928","mean: 0.730762, var: 0.000898","mean: 0.344922, var: 0.009505","mean: 0.190491, var: 0.003511","mean: 0.397070, var: 0.007238","mean: 0.171436, var: 0.012110","mean: 0.065594, var: 0.000823","mean: 0.151196, var: 0.000664","mean: 0.157538, var: 0.003450","mean: 0.568994, var: 0.004996","mean: 0.071130, var: 0.003317",3.2128072588051513,High
ENSP00000393856,"mean: 0.352930, var: 0.005313","mean: 0.634082, var: 0.001254","mean: 0.545166, var: 0.012362","mean: 0.039421, var: 0.000425","mean: 0.433594, var: 0.017469","mean: 0.139795, var: 0.002415","mean: 0.023569, var: 0.000190","mean: 0.107361, var: 0.001172","mean: 0.202972, var: 0.009841","mean: 0.271875, var: 0.004457","mean: 0.026688, var: 0.000703",2.854421341092397,High
ENSP00000215582,"mean: 0.252002, var: 0.002240","mean: 0.814648, var: 0.002021","mean: 0.240234, var: 0.005437","mean: 0.162549, var: 0.006285","mean: 0.308716, var: 0.002705","mean: 0.224841, var: 0.007522","mean: 0.010007, var: 0.000087","mean: 0.125586, var: 0.000853","mean: 0.230469, var: 0.001194","mean: 0.313574, var: 0.005403","mean: 0.115796, var: 0.001500",3.1088411735147123,High
ENSP00000305557,"mean: 0.339893, var: 0.001190","mean: 0.629980, var: 0.002078","mean: 0.318018, var: 0.005517","mean: 0.060602, var: 0.001159","mean: 0.329443, var: 0.000562","mean: 0.135291, var: 0.001392","mean: 0.005717, var: 0.000016","mean: 0.279150, var: 0.005985","mean: 0.399658, var: 0.004569","mean: 0.530127, var: 0.003716","mean: 0.024106, var: 0.000252",3.0070380809972916,High
ENSP00000465742,"mean: 0.450391, var: 0.012941","mean: 0.631445, var: 0.002426","mean: 0.372021, var: 0.001270","mean: 0.119757, var: 0.002615","mean: 0.460107, var: 0.007222","mean: 0.211401, var: 0.002155","mean: 0.002184, var: 0.000005","mean: 0.252197, var: 0.001079","mean: 0.573389, var: 0.009797","mean: 0.361523, var: 0.004663","mean: 0.019320, var: 0.000386",3.0810459465598066,High
ENSP00000426528,"mean: 0.344434, var: 0.006625","mean: 0.634473, var: 0.001542","mean: 0.407275, var: 0.002351","mean: 0.083527, var: 0.001428","mean: 0.455420, var: 0.006104","mean: 0.186902, var: 0.002084","mean: 0.012798, var: 0.000051","mean: 0.154333, var: 0.003443","mean: 0.167126, var: 0.003630","mean: 0.209717, var: 0.002681","mean: 0.108064, var: 0.007467",3.1118353802642664,High
ENSP00000269856,"mean: 0.182910, var: 0.002187","mean: 0.572314, var: 0.009917","mean: 0.504150, var: 0.002567","mean: 0.075427, var: 0.000562","mean: 0.202283, var: 0.002111","mean: 0.247632, var: 0.003017","mean: 0.016568, var: 0.000125","mean: 0.175146, var: 0.001045","mean: 0.305225, var: 0.021805","mean: 0.207666, var: 0.002402","mean: 0.044422, var: 0.003035",3.039272378306782,High
ENSP00000508232,"mean: 0.268774, var: 0.009057","mean: 0.440771, var: 0.009684","mean: 0.572803, var: 0.020084","mean: 0.099200, var: 0.002092","mean: 0.225488, var: 0.006568","mean: 0.176392, var: 0.003566","mean: 0.032002, var: 0.000658","mean: 0.249463, var: 0.001708","mean: 0.124017, var: 0.001492","mean: 0.142371, var: 0.002596","mean: 0.054387, var: 0.002810",3.055790002830457,High
ENSP00000357352,"mean: 0.604932, var: 0.013817","mean: 0.358350, var: 0.000308","mean: 0.216040, var: 0.000611","mean: 0.101532, var: 0.002190","mean: 0.703711, var: 0.011861","mean: 0.207214, var: 0.006448","mean: 0.007401, var: 0.000037","mean: 0.188330, var: 0.005668","mean: 0.266333, var: 0.004854","mean: 0.196436, var: 0.000388","mean: 0.037595, var: 0.000573",2.9546525337836487,High
ENSP00000421294,"mean: 0.321045, var: 0.002169","mean: 0.629199, var: 0.007240","mean: 0.298218, var: 0.003278","mean: 0.115356, var: 0.000943","mean: 0.320020, var: 0.001322","mean: 0.111780, var: 0.001895","mean: 0.009478, var: 0.000072","mean: 0.148450, var: 0.000800","mean: 0.330713, var: 0.006951","mean: 0.377295, var: 0.006746","mean: 0.020467, var: 0.000263",3.0164076446398327,High
ENSP00000358106,"mean: 0.213281, var: 0.001813","mean: 0.578174, var: 0.007804","mean: 0.350146, var: 0.003000","mean: 0.163916, var: 0.014963","mean: 0.287598, var: 0.006837","mean: 0.155334, var: 0.001060","mean: 0.055862, var: 0.003468","mean: 0.308301, var: 0.018323","mean: 0.129407, var: 0.004544","mean: 0.168420, var: 0.001331","mean: 0.162137, var: 0.007435",3.3413739893817787,High
ENSP00000425670,"mean: 0.249463, var: 0.001114","mean: 0.793848, var: 0.001843","mean: 0.355298, var: 0.010767","mean: 0.221533, var: 0.005282","mean: 0.298096, var: 0.012027","mean: 0.240820, var: 0.008941","mean: 0.064294, var: 0.001806","mean: 0.143372, var: 0.002090","mean: 0.141772, var: 0.004553","mean: 0.531348, var: 0.005396","mean: 0.086890, var: 0.003065",3.2149882886711607,High
ENSP00000442992,"mean: 0.216968, var: 0.002092","mean: 0.478711, var: 0.001230","mean: 0.642090, var: 0.002753","mean: 0.050148, var: 0.000692","mean: 0.073987, var: 0.000445","mean: 0.322388, var: 0.003986","mean: 0.082269, var: 0.002880","mean: 0.304126, var: 0.005373","mean: 0.157788, var: 0.000673","mean: 0.271777, var: 0.004130","mean: 0.434033, var: 0.022582",3.2514872610965724,High
ENSP00000302879,"mean: 0.404346, var: 0.005824","mean: 0.575684, var: 0.001979","mean: 0.336963, var: 0.001399","mean: 0.124835, var: 0.003724","mean: 0.487451, var: 0.010844","mean: 0.212378, var: 0.006619","mean: 0.027278, var: 0.000176","mean: 0.363550, var: 0.010821","mean: 0.120923, var: 0.001052","mean: 0.300464, var: 0.002366","mean: 0.054956, var: 0.000803",3.2319238354508864,High
ENSP00000362442,"mean: 0.287183, var: 0.005419","mean: 0.586816, var: 0.007986","mean: 0.296069, var: 0.001717","mean: 0.131131, var: 0.003996","mean: 0.168860, var: 0.003886","mean: 0.121594, var: 0.001894","mean: 0.005064, var: 0.000021","mean: 0.197766, var: 0.004137","mean: 0.243286, var: 0.005165","mean: 0.263794, var: 0.012848","mean: 0.025216, var: 0.000653",2.9899156100550597,High
ENSP00000434245,"mean: 0.720703, var: 0.006177","mean: 0.208887, var: 0.001222","mean: 0.130811, var: 0.000636","mean: 0.238525, var: 0.006054","mean: 0.575049, var: 0.009022","mean: 0.311133, var: 0.003286","mean: 0.016953, var: 0.000302","mean: 0.255811, var: 0.000625","mean: 0.285522, var: 0.006029","mean: 0.262061, var: 0.006274","mean: 0.042499, var: 0.000551",3.1134606464873307,High
ENSP00000273963,"mean: 0.162671, var: 0.000121","mean: 0.642383, var: 0.004672","mean: 0.476025, var: 0.002303","mean: 0.086438, var: 0.001432","mean: 0.098267, var: 0.000069","mean: 0.134229, var: 0.003144","mean: 0.033259, var: 0.000671","mean: 0.147693, var: 0.001158","mean: 0.204468, var: 0.005038","mean: 0.274902, var: 0.000768","mean: 0.060378, var: 0.003253",2.886949548133005,High
ENSP00000274457,"mean: 0.158813, var: 0.005114","mean: 0.576270, var: 0.015794","mean: 0.492529, var: 0.005043","mean: 0.052954, var: 0.000377","mean: 0.175208, var: 0.003057","mean: 0.220422, var: 0.004000","mean: 0.019324, var: 0.000225","mean: 0.146643, var: 0.001707","mean: 0.257214, var: 0.014968","mean: 0.183875, var: 0.002950","mean: 0.033798, var: 0.001819",2.8856687370178826,High
ENSP00000501797,"mean: 0.283716, var: 0.001765","mean: 0.781543, var: 0.001980","mean: 0.337500, var: 0.009131","mean: 0.214355, var: 0.005335","mean: 0.321167, var: 0.010221","mean: 0.258081, var: 0.008764","mean: 0.064673, var: 0.001418","mean: 0.170459, var: 0.002295","mean: 0.128802, var: 0.002538","mean: 0.540820, var: 0.009603","mean: 0.099634, var: 0.003360",3.265997207271434,High
ENSP00000209884,"mean: 0.239966, var: 0.001141","mean: 0.622461, var: 0.004695","mean: 0.486621, var: 0.001539","mean: 0.136975, var: 0.001605","mean: 0.191113, var: 0.001787","mean: 0.186841, var: 0.002139","mean: 0.025598, var: 0.000330","mean: 0.144739, var: 0.000650","mean: 0.223145, var: 0.002975","mean: 0.250610, var: 0.003230","mean: 0.089548, var: 0.006051",3.1612473649459982,High
ENSP00000497850,"mean: 0.804199, var: 0.006352","mean: 0.288379, var: 0.000766","mean: 0.126428, var: 0.000669","mean: 0.130573, var: 0.005358","mean: 0.607617, var: 0.005078","mean: 0.094830, var: 0.002217","mean: 0.003719, var: 0.000011","mean: 0.511475, var: 0.011692","mean: 0.380518, var: 0.011937","mean: 0.433301, var: 0.000308","mean: 0.043146, var: 0.000468",2.8166187189286602,High
ENSP00000452721,"mean: 0.475830, var: 0.011168","mean: 0.647363, var: 0.001606","mean: 0.318799, var: 0.001291","mean: 0.102142, var: 0.002432","mean: 0.460498, var: 0.007595","mean: 0.147668, var: 0.000904","mean: 0.003716, var: 0.000013","mean: 0.289038, var: 0.004794","mean: 0.549023, var: 0.004254","mean: 0.424268, var: 0.001509","mean: 0.015057, var: 0.000314",3.00761406845662,High
ENSP00000500708,"mean: 0.139832, var: 0.000883","mean: 0.559375, var: 0.004025","mean: 0.548926, var: 0.001415","mean: 0.123450, var: 0.002395","mean: 0.053418, var: 0.000520","mean: 0.430664, var: 0.008440","mean: 0.026050, var: 0.000694","mean: 0.123462, var: 0.000536","mean: 0.251929, var: 0.014270","mean: 0.188892, var: 0.001516","mean: 0.040318, var: 0.001939",2.851694945605209,High
ENSP00000505465,"mean: 0.482715, var: 0.010881","mean: 0.422070, var: 0.003226","mean: 0.248584, var: 0.001014","mean: 0.068091, var: 0.000646","mean: 0.329004, var: 0.011287","mean: 0.412622, var: 0.010774","mean: 0.012379, var: 0.000171","mean: 0.361816, var: 0.006624","mean: 0.489502, var: 0.008976","mean: 0.278760, var: 0.022461","mean: 0.426501, var: 0.050935",3.467040998135275,High
ENSP00000338235,"mean: 0.852051, var: 0.001942","mean: 0.171948, var: 0.000642","mean: 0.162256, var: 0.000999","mean: 0.107550, var: 0.001583","mean: 0.381152, var: 0.001220","mean: 0.180957, var: 0.003824","mean: 0.014800, var: 0.000050","mean: 0.735547, var: 0.006949","mean: 0.219995, var: 0.000991","mean: 0.462256, var: 0.001549","mean: 0.119397, var: 0.003814",2.8828504755550486,High
ENSP00000479078,"mean: 0.484570, var: 0.010364","mean: 0.622656, var: 0.002069","mean: 0.366260, var: 0.001040","mean: 0.121643, var: 0.002775","mean: 0.500391, var: 0.008021","mean: 0.222046, var: 0.001768","mean: 0.002846, var: 0.000008","mean: 0.290381, var: 0.002401","mean: 0.567236, var: 0.007055","mean: 0.381104, var: 0.001798","mean: 0.020912, var: 0.000494",3.096688513520506,High
ENSP00000406144,"mean: 0.474854, var: 0.012179","mean: 0.425488, var: 0.004251","mean: 0.260620, var: 0.001224","mean: 0.057977, var: 0.000238","mean: 0.336597, var: 0.011292","mean: 0.406958, var: 0.010020","mean: 0.013518, var: 0.000159","mean: 0.364893, var: 0.006914","mean: 0.496045, var: 0.007808","mean: 0.280408, var: 0.022072","mean: 0.411230, var: 0.049472",3.460951857958708,High
ENSP00000354034,"mean: 0.564844, var: 0.021214","mean: 0.328174, var: 0.001679","mean: 0.247852, var: 0.002843","mean: 0.238098, var: 0.009766","mean: 0.617969, var: 0.026024","mean: 0.149976, var: 0.002464","mean: 0.021597, var: 0.000030","mean: 0.233813, var: 0.009920","mean: 0.268799, var: 0.005362","mean: 0.324878, var: 0.008009","mean: 0.021459, var: 0.000250",3.181165313454529,High
ENSP00000392811,"mean: 0.531250, var: 0.027756","mean: 0.301465, var: 0.002075","mean: 0.216333, var: 0.001397","mean: 0.455725, var: 0.028111","mean: 0.650977, var: 0.029230","mean: 0.086664, var: 0.002384","mean: 0.021778, var: 0.000131","mean: 0.197998, var: 0.000432","mean: 0.295020, var: 0.008851","mean: 0.255957, var: 0.001654","mean: 0.034093, var: 0.000493",3.106381614809304,High
ENSP00000506632,"mean: 0.605566, var: 0.002652","mean: 0.303418, var: 0.002787","mean: 0.349561, var: 0.000651","mean: 0.264941, var: 0.008370","mean: 0.239136, var: 0.001748","mean: 0.333643, var: 0.012013","mean: 0.022330, var: 0.000143","mean: 0.455322, var: 0.023777","mean: 0.484131, var: 0.028626","mean: 0.520264, var: 0.002185","mean: 0.094620, var: 0.005147",3.4506714652743935,High
ENSP00000505154,"mean: 0.209399, var: 0.007224","mean: 0.527051, var: 0.008229","mean: 0.323486, var: 0.004992","mean: 0.455420, var: 0.009579","mean: 0.212439, var: 0.004969","mean: 0.448779, var: 0.011502","mean: 0.005885, var: 0.000052","mean: 0.182336, var: 0.006627","mean: 0.205054, var: 0.003587","mean: 0.085297, var: 0.000974","mean: 0.037966, var: 0.001284",3.0765041463273977,High
ENSP00000479888,"mean: 0.493213, var: 0.022205","mean: 0.550244, var: 0.011877","mean: 0.355127, var: 0.004229","mean: 0.125415, var: 0.004187","mean: 0.439307, var: 0.006802","mean: 0.199585, var: 0.003900","mean: 0.004003, var: 0.000022","mean: 0.233252, var: 0.002109","mean: 0.575586, var: 0.028679","mean: 0.423242, var: 0.011099","mean: 0.023766, var: 0.000615",3.1206874482607896,High
ENSP00000450036,"mean: 0.690527, var: 0.009236","mean: 0.231665, var: 0.000171","mean: 0.195776, var: 0.000696","mean: 0.312402, var: 0.011365","mean: 0.597314, var: 0.004141","mean: 0.120044, var: 0.001585","mean: 0.005301, var: 0.000022","mean: 0.379980, var: 0.003125","mean: 0.535937, var: 0.016221","mean: 0.466016, var: 0.002674","mean: 0.067285, var: 0.000445",3.106679369470533,High
ENSP00000380690,"mean: 0.333911, var: 0.007085","mean: 0.638379, var: 0.003871","mean: 0.339624, var: 0.009096","mean: 0.077197, var: 0.000579","mean: 0.231982, var: 0.003094","mean: 0.179334, var: 0.003921","mean: 0.006809, var: 0.000023","mean: 0.179980, var: 0.001828","mean: 0.375488, var: 0.009874","mean: 0.622510, var: 0.007967","mean: 0.061313, var: 0.001282",3.041075541860388,High
ENSP00000307128,"mean: 0.556396, var: 0.017683","mean: 0.407324, var: 0.001147","mean: 0.244116, var: 0.000875","mean: 0.097302, var: 0.002191","mean: 0.649365, var: 0.013603","mean: 0.253235, var: 0.008525","mean: 0.008249, var: 0.000037","mean: 0.242017, var: 0.011109","mean: 0.252417, var: 0.008521","mean: 0.211938, var: 0.001646","mean: 0.050964, var: 0.000546",3.102094637081107,High
ENSP00000341490,"mean: 0.240405, var: 0.003253","mean: 0.227734, var: 0.001378","mean: 0.141174, var: 0.001067","mean: 0.881348, var: 0.000774","mean: 0.257593, var: 0.003435","mean: 0.162170, var: 0.003046","mean: 0.006199, var: 0.000036","mean: 0.271875, var: 0.011952","mean: 0.219116, var: 0.002231","mean: 0.306787, var: 0.002225","mean: 0.023228, var: 0.000147",2.879880425850864,High
ENSP00000354874,"mean: 0.410352, var: 0.031574","mean: 0.423389, var: 0.003381","mean: 0.473584, var: 0.003249","mean: 0.249072, var: 0.009163","mean: 0.209888, var: 0.004116","mean: 0.569629, var: 0.002516","mean: 0.103357, var: 0.001660","mean: 0.486914, var: 0.035989","mean: 0.241455, var: 0.012646","mean: 0.431006, var: 0.014977","mean: 0.355127, var: 0.028182",3.7363517348603654,High
ENSP00000408858,"mean: 0.293896, var: 0.000962","mean: 0.743457, var: 0.003442","mean: 0.230505, var: 0.011322","mean: 0.038110, var: 0.001003","mean: 0.289233, var: 0.006100","mean: 0.428711, var: 0.012728","mean: 0.030722, var: 0.000698","mean: 0.125867, var: 0.001568","mean: 0.114862, var: 0.002679","mean: 0.109943, var: 0.002703","mean: 0.065826, var: 0.002354",2.803214703722698,High
ENSP00000446410,"mean: 0.256763, var: 0.004409","mean: 0.614551, var: 0.005439","mean: 0.356763, var: 0.005095","mean: 0.098499, var: 0.002444","mean: 0.184375, var: 0.000440","mean: 0.253296, var: 0.006825","mean: 0.019925, var: 0.000480","mean: 0.186609, var: 0.006634","mean: 0.215552, var: 0.000396","mean: 0.264575, var: 0.017416","mean: 0.092938, var: 0.005112",3.198518122495387,High
ENSP00000337816,"mean: 0.447119, var: 0.012204","mean: 0.194067, var: 0.000495","mean: 0.138892, var: 0.001116","mean: 0.665137, var: 0.027237","mean: 0.581494, var: 0.018760","mean: 0.209937, var: 0.003372","mean: 0.005095, var: 0.000022","mean: 0.269214, var: 0.002127","mean: 0.247705, var: 0.002029","mean: 0.268433, var: 0.001014","mean: 0.026520, var: 0.000228",3.041585867528851,High
ENSP00000419516,"mean: 0.652832, var: 0.002176","mean: 0.210840, var: 0.000562","mean: 0.269824, var: 0.001086","mean: 0.083881, var: 0.001378","mean: 0.143201, var: 0.000766","mean: 0.495264, var: 0.003519","mean: 0.054175, var: 0.001336","mean: 0.564063, var: 0.007129","mean: 0.189404, var: 0.001129","mean: 0.413281, var: 0.004915","mean: 0.201331, var: 0.005432",3.2782142569834156,High
ENSP00000376826,"mean: 0.315747, var: 0.002592","mean: 0.689355, var: 0.002747","mean: 0.310742, var: 0.001488","mean: 0.173901, var: 0.004083","mean: 0.297095, var: 0.003679","mean: 0.179285, var: 0.004282","mean: 0.007521, var: 0.000045","mean: 0.115308, var: 0.000409","mean: 0.161401, var: 0.001416","mean: 0.356348, var: 0.006698","mean: 0.045801, var: 0.000584",3.045719279132085,High
ENSP00000350469,"mean: 0.355273, var: 0.007915","mean: 0.612500, var: 0.001120","mean: 0.445410, var: 0.001085","mean: 0.090509, var: 0.001219","mean: 0.494775, var: 0.008186","mean: 0.187793, var: 0.001731","mean: 0.011496, var: 0.000042","mean: 0.187549, var: 0.003670","mean: 0.193066, var: 0.004214","mean: 0.211816, var: 0.002263","mean: 0.121585, var: 0.007135",3.175516448628588,High
