Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid,predicted_label,true_label
"(0.86718750, 0.84033203, 0.86767578, 0.83544922, 0.83789062) mean: 0.84970703, var: 0.00021185",,,,,,"(0.91259766, 0.91113281, 0.89599609, 0.90820312, 0.87109375) mean: 0.89980469, var: 0.00024027",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.58837891, 0.67187500, 0.54638672, 0.54052734, 0.66015625) mean: 0.60146484, var: 0.00306410",,,,,,,"(0.79296875, 0.78417969, 0.81689453, 0.85693359, 0.81396484) mean: 0.81298828, var: 0.00063562",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.91796875, 0.95312500, 0.89208984, 0.94482422, 0.93554688) mean: 0.92871094, var: 0.00047178",,,Nucleus,Nucleus
,,,,,,,"(0.77539062, 0.86914062, 0.82470703, 0.84521484, 0.86669922) mean: 0.83623047, var: 0.00118528",,,,Mitochondrion,Mitochondrion
,"(0.66601562, 0.68847656, 0.71923828, 0.71142578, 0.70019531) mean: 0.69707031, var: 0.00034910",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.55322266, 0.51074219, 0.25537109, 0.58496094, 0.62548828) mean: 0.50595703, var: 0.01711592",,,,,,,"(0.64257812, 0.63232422, 0.59228516, 0.62304688, 0.63818359) mean: 0.62568359, var: 0.00032164",,,"Cytoplasm, Nucleus",Nucleus
,"(0.61083984, 0.73730469, 0.79052734, 0.79736328, 0.75292969) mean: 0.73779297, var: 0.00453520",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.61279297, 0.65478516, 0.68164062, 0.73144531, 0.69189453) mean: 0.67451172, var: 0.00155855",,,"(0.79345703, 0.76171875, 0.76464844, 0.41943359, 0.81250000) mean: 0.71035156, var: 0.02151217",,,,"(0.53906250, 0.59277344, 0.49218750, 0.55517578, 0.61621094) mean: 0.55908203, var: 0.00185795",,,"Cytoplasm, Nucleus, Golgi apparatus",Nucleus
,"(0.46997070, 0.51367188, 0.49633789, 0.47558594, 0.50683594) mean: 0.49248047, var: 0.00029243",,,,,,,"(0.68603516, 0.64208984, 0.78076172, 0.69580078, 0.66064453) mean: 0.69306641, var: 0.00227943",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,,,,,,,,"(0.97021484, 0.96826172, 0.97509766, 0.97070312, 0.98095703) mean: 0.97304687, var: 0.00002064",,,Nucleus,Nucleus
,"(0.73095703, 0.81298828, 0.73828125, 0.75195312, 0.74365234) mean: 0.75556640, var: 0.00087133",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane, Endoplasmic reticulum"
,"(0.68847656, 0.66210938, 0.66601562, 0.61181641, 0.66113281) mean: 0.65791016, var: 0.00063053",,,,,,,"(0.50439453, 0.56250000, 0.74414062, 0.58447266, 0.60205078) mean: 0.59951172, var: 0.00631346",,,"Cytoplasm, Nucleus",Cell membrane
"(0.56835938, 0.65185547, 0.53515625, 0.77636719, 0.65185547) mean: 0.63671875, var: 0.00698957","(0.68945312, 0.75146484, 0.63525391, 0.66503906, 0.73974609) mean: 0.69619140, var: 0.00193628",,,,"(0.60839844, 0.67089844, 0.71777344, 0.69433594, 0.50244141) mean: 0.63876953, var: 0.00597385","(0.51660156, 0.53662109, 0.58251953, 0.63378906, 0.51611328) mean: 0.55712890, var: 0.00205336",,,,,"Membrane, Cytoplasm, Cell membrane, Lysosome/Vacuole","Cytoplasm, Nucleus"
,"(0.50927734, 0.51025391, 0.57177734, 0.52685547, 0.59667969) mean: 0.54296875, var: 0.00123596",,,,,,,"(0.57519531, 0.85693359, 0.77490234, 0.70556641, 0.60205078) mean: 0.70292969, var: 0.01107937",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.82275391, 0.89648438, 0.83593750, 0.87744141, 0.85498047) mean: 0.85751953, var: 0.00071920",,,,,,,,,,Cytoplasm,Cell membrane
,,,,,,,,"(0.92773438, 0.87939453, 0.83593750, 0.93408203, 0.87011719) mean: 0.88945313, var: 0.00135923",,,Nucleus,Nucleus
,"(0.61376953, 0.60693359, 0.63378906, 0.71826172, 0.64648438) mean: 0.64384766, var: 0.00158258",,,,,,,,,,Cytoplasm,Cell membrane
"(0.58105469, 0.55029297, 0.37475586, 0.61767578, 0.55322266) mean: 0.53540039, var: 0.00703993","(0.61376953, 0.66113281, 0.67187500, 0.70751953, 0.65576172) mean: 0.66201172, var: 0.00090708",,,,"(0.68750000, 0.73535156, 0.62548828, 0.73730469, 0.74902344) mean: 0.70693359, var: 0.00210251","(0.64355469, 0.46826172, 0.43652344, 0.65478516, 0.60791016) mean: 0.56220703, var: 0.00837980",,,,,"Membrane, Cytoplasm, Cell membrane, Lysosome/Vacuole","Cytoplasm, Cell membrane"
,"(0.65478516, 0.72705078, 0.69677734, 0.62011719, 0.66015625) mean: 0.67177734, var: 0.00135454",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.68603516, 0.77099609, 0.65283203, 0.77343750, 0.73193359) mean: 0.72304687, var: 0.00224346",,,,,,,"(0.47387695, 0.62792969, 0.68847656, 0.62744141, 0.72216797) mean: 0.62797852, var: 0.00725585",,,"Cytoplasm, Nucleus",Nucleus
,"(0.58349609, 0.60253906, 0.57861328, 0.73779297, 0.56103516) mean: 0.61269531, var: 0.00408710",,,,,,,,,,Cytoplasm,"Nucleus, Golgi apparatus"
,,,,,,,,"(0.89306641, 0.83203125, 0.80810547, 0.84814453, 0.84521484) mean: 0.84531250, var: 0.00076984",,,Nucleus,Nucleus
,"(0.55957031, 0.58935547, 0.42797852, 0.42871094, 0.37622070) mean: 0.47636719, var: 0.00686620",,,,,,,"(0.50195312, 0.47509766, 0.57763672, 0.55029297, 0.80175781) mean: 0.58134766, var: 0.01343027",,,"Cytoplasm, Nucleus",Nucleus
"(0.75976562, 0.57763672, 0.65917969, 0.63378906, 0.57666016) mean: 0.64140625, var: 0.00452829",,,,,,"(0.84570312, 0.79296875, 0.81884766, 0.85595703, 0.78515625) mean: 0.81972656, var: 0.00077986",,,,,"Membrane, Cell membrane",Golgi apparatus
"(0.72265625, 0.82226562, 0.82275391, 0.82519531, 0.67773438) mean: 0.77412109, var: 0.00384613",,,,,,"(0.66894531, 0.69140625, 0.73779297, 0.74218750, 0.56445312) mean: 0.68095703, var: 0.00416122",,,,,"Membrane, Cell membrane",Nucleus
"(0.84570312, 0.89746094, 0.90087891, 0.92675781, 0.89941406) mean: 0.89404297, var: 0.00069885",,,,,,"(0.84912109, 0.90722656, 0.91308594, 0.89990234, 0.94335938) mean: 0.90253906, var: 0.00093199",,,,,"Membrane, Cell membrane",Nucleus
,"(0.66894531, 0.56494141, 0.63281250, 0.73974609, 0.66699219) mean: 0.65468750, var: 0.00322451",,,,,,,,,,Cytoplasm,"Nucleus, Cell membrane"
,"(0.65771484, 0.66455078, 0.66015625, 0.61376953, 0.66259766) mean: 0.65175781, var: 0.00036606",,,,,,,"(0.71972656, 0.72363281, 0.67578125, 0.66455078, 0.72412109) mean: 0.70156250, var: 0.00067209",,,"Cytoplasm, Nucleus",Nucleus
,"(0.69921875, 0.61474609, 0.64501953, 0.59326172, 0.50390625) mean: 0.61123047, var: 0.00414747",,,,,,,,,,Cytoplasm,Cytoplasm
"(0.82617188, 0.86083984, 0.83886719, 0.91113281, 0.77880859) mean: 0.84316406, var: 0.00187620",,,,,"(0.75439453, 0.57714844, 0.72607422, 0.47851562, 0.58642578) mean: 0.62451172, var: 0.01043863","(0.92382812, 0.94238281, 0.93701172, 0.95605469, 0.91113281) mean: 0.93408203, var: 0.00023842",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Cell membrane
,"(0.81640625, 0.84521484, 0.80566406, 0.83740234, 0.79882812) mean: 0.82070312, var: 0.00032057",,,"(0.54248047, 0.66210938, 0.62060547, 0.69580078, 0.84082031) mean: 0.67236328, var: 0.00971613",,,,,,,"Cytoplasm, Golgi apparatus","Cytoplasm, Cell membrane, Endoplasmic reticulum"
,"(0.49609375, 0.51708984, 0.49951172, 0.50439453, 0.50488281) mean: 0.50439453, var: 0.00005083",,,,,,,"(0.63037109, 0.60058594, 0.74414062, 0.62451172, 0.60449219) mean: 0.64082031, var: 0.00279776",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
"(0.57226562, 0.61328125, 0.53125000, 0.64794922, 0.53955078) mean: 0.58085937, var: 0.00195871","(0.58886719, 0.64404297, 0.63134766, 0.58642578, 0.58789062) mean: 0.60771484, var: 0.00061594",,,,,"(0.52050781, 0.48730469, 0.40502930, 0.52636719, 0.40502930) mean: 0.46884766, var: 0.00289270",,,,,"Membrane, Cytoplasm, Cell membrane","Cytoplasm, Cell membrane"
,,,,,,,"(0.93701172, 0.94873047, 0.92089844, 0.95458984, 0.95654297) mean: 0.94355469, var: 0.00017467",,,,Mitochondrion,Mitochondrion
,"(0.62646484, 0.66259766, 0.66992188, 0.68945312, 0.71386719) mean: 0.67246094, var: 0.00084452",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.55957031, 0.34472656, 0.51953125, 0.48754883, 0.44897461) mean: 0.47207031, var: 0.00537964",,,,"(0.81152344, 0.93310547, 0.88183594, 0.89843750, 0.93847656) mean: 0.89267578, var: 0.00209373","(0.86035156, 0.93847656, 0.80468750, 0.85058594, 0.64941406) mean: 0.82070312, var: 0.00918640",,,,,"Membrane, Cytoplasm, Lysosome/Vacuole","Cytoplasm, Cell membrane"
"(0.71142578, 0.70263672, 0.65771484, 0.66357422, 0.65039062) mean: 0.67714844, var: 0.00062050","(0.69580078, 0.76074219, 0.73583984, 0.83251953, 0.81152344) mean: 0.76728516, var: 0.00247084",,,,,"(0.65283203, 0.54980469, 0.59228516, 0.54833984, 0.52685547) mean: 0.57402344, var: 0.00200306",,,,,"Membrane, Cytoplasm, Cell membrane",Cytoplasm
,"(0.69335938, 0.73291016, 0.48583984, 0.61572266, 0.54492188) mean: 0.61455078, var: 0.00832716",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
"(0.64990234, 0.63427734, 0.66064453, 0.65185547, 0.72363281) mean: 0.66406250, var: 0.00095940",,,,,,"(0.82714844, 0.78613281, 0.73388672, 0.80712891, 0.80419922) mean: 0.79169922, var: 0.00100485",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.65722656, 0.70751953, 0.68066406, 0.75488281, 0.69482422) mean: 0.69902344, var: 0.00105883",,,,,,,,,,Cytoplasm,Nucleus
,"(0.62158203, 0.58593750, 0.57861328, 0.77636719, 0.48413086) mean: 0.60932617, var: 0.00904342",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.94482422, 0.96630859, 0.94091797, 0.96386719, 0.91064453) mean: 0.94531250, var: 0.00040131",,,Nucleus,Nucleus
,,,,,,,,"(0.96826172, 0.95361328, 0.95703125, 0.96093750, 0.98046875) mean: 0.96406250, var: 0.00009104",,,Nucleus,Nucleus
,"(0.59326172, 0.65966797, 0.49365234, 0.63574219, 0.61181641) mean: 0.59882813, var: 0.00326515",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.80810547, 0.82470703, 0.79199219, 0.83105469, 0.77685547) mean: 0.80654297, var: 0.00040525",,,"(0.53857422, 0.63037109, 0.63378906, 0.75048828, 0.86132812) mean: 0.68291015, var: 0.01248117",,,,,,,"Cytoplasm, Golgi apparatus","Cytoplasm, Cell membrane, Endoplasmic reticulum"
,"(0.61572266, 0.68212891, 0.65722656, 0.75195312, 0.69873047) mean: 0.68115234, var: 0.00203524",,,,,,,,,,Cytoplasm,"Cytoplasm, Golgi apparatus"
,,,,,,,,"(0.87011719, 0.94042969, 0.91406250, 0.91845703, 0.97265625) mean: 0.92314453, var: 0.00113331",,,Nucleus,Nucleus
"(0.62255859, 0.76123047, 0.69824219, 0.69580078, 0.64160156) mean: 0.68388672, var: 0.00237585",,,,,,"(0.86035156, 0.87304688, 0.89306641, 0.84082031, 0.80908203) mean: 0.85527344, var: 0.00082251",,,,,"Membrane, Cell membrane",Cell membrane
,,,"(0.85253906, 0.92382812, 0.91943359, 0.87304688, 0.83984375) mean: 0.88173828, var: 0.00117516",,,,,,,,Extracellular,"Endoplasmic reticulum, Golgi apparatus"
,,,,,,,,"(0.85644531, 0.81103516, 0.78369141, 0.89160156, 0.87060547) mean: 0.84267578, var: 0.00156874",,,Nucleus,Nucleus
,,,,,,,,"(0.90771484, 0.95019531, 0.82958984, 0.89550781, 0.93554688) mean: 0.90371094, var: 0.00175032",,,Nucleus,Nucleus
,,,,,,,,"(0.81835938, 0.63378906, 0.81933594, 0.79199219, 0.71728516) mean: 0.75615235, var: 0.00512596",,,Nucleus,Nucleus
,,,,,,,,"(0.89404297, 0.89550781, 0.92089844, 0.82958984, 0.92041016) mean: 0.89208984, var: 0.00111074",,,Nucleus,"Nucleus, Golgi apparatus"
"(0.52099609, 0.57421875, 0.40209961, 0.66943359, 0.53808594) mean: 0.54096680, var: 0.00746013","(0.66113281, 0.67919922, 0.66845703, 0.71484375, 0.67871094) mean: 0.68046875, var: 0.00034090",,,,"(0.56835938, 0.78466797, 0.59472656, 0.68066406, 0.77783203) mean: 0.68125000, var: 0.00805086","(0.58398438, 0.53222656, 0.43237305, 0.72021484, 0.67041016) mean: 0.58784180, var: 0.01032372",,,,,"Membrane, Cytoplasm, Cell membrane, Lysosome/Vacuole","Cytoplasm, Cell membrane"
,,,,,,,,"(0.97119141, 0.94775391, 0.96386719, 0.96191406, 0.97314453) mean: 0.96357422, var: 0.00008055",,,Nucleus,Nucleus
,"(0.59326172, 0.60351562, 0.61669922, 0.65771484, 0.60693359) mean: 0.61562500, var: 0.00049900",,,,,,,"(0.66796875, 0.52636719, 0.60058594, 0.56250000, 0.71386719) mean: 0.61425781, var: 0.00467949",,,"Cytoplasm, Nucleus",Nucleus
,"(0.66748047, 0.69628906, 0.70800781, 0.75683594, 0.78857422) mean: 0.72343750, var: 0.00189291",,,,,,,,,,Cytoplasm,Golgi apparatus
,"(0.45581055, 0.61572266, 0.50537109, 0.55712891, 0.56250000) mean: 0.53930664, var: 0.00296364",,,,,,,"(0.63085938, 0.42871094, 0.78271484, 0.47802734, 0.53906250) mean: 0.57187500, var: 0.01566252",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.95947266, 0.96777344, 0.98632812, 0.97949219, 0.98730469) mean: 0.97607422, var: 0.00011749",,,Nucleus,Nucleus
,"(0.46508789, 0.47314453, 0.45312500, 0.56298828, 0.51464844) mean: 0.49379883, var: 0.00162543",,,,,,,"(0.65673828, 0.74511719, 0.67138672, 0.73242188, 0.76562500) mean: 0.71425781, var: 0.00181345",,,"Cytoplasm, Nucleus",Mitochondrion
,,,,,,"(0.44580078, 0.45947266, 0.38647461, 0.62109375, 0.56884766) mean: 0.49633789, var: 0.00736094",,,,,Membrane,Cytoplasm
,,"(0.71533203, 0.79931641, 0.86474609, 0.75000000, 0.78955078) mean: 0.78378906, var: 0.00253128",,,,"(0.88769531, 0.90283203, 0.89208984, 0.87695312, 0.85253906) mean: 0.88242187, var: 0.00029215",,,,,"Membrane, Endoplasmic reticulum",Endoplasmic reticulum
,"(0.47558594, 0.42993164, 0.51757812, 0.41235352, 0.52539062) mean: 0.47216797, var: 0.00205362",,,,,,,"(0.80859375, 0.82861328, 0.87792969, 0.88232422, 0.90869141) mean: 0.86123047, var: 0.00136217",,,"Cytoplasm, Nucleus",Nucleus
"(0.61328125, 0.59521484, 0.39257812, 0.66406250, 0.58154297) mean: 0.56933594, var: 0.00859327","(0.59423828, 0.67236328, 0.66064453, 0.69873047, 0.67724609) mean: 0.66064453, var: 0.00125465",,,,"(0.65136719, 0.74707031, 0.61816406, 0.70898438, 0.78027344) mean: 0.70117188, var: 0.00355911","(0.63769531, 0.51416016, 0.45483398, 0.67919922, 0.65332031) mean: 0.58784180, var: 0.00764781",,,,,"Membrane, Cytoplasm, Cell membrane, Lysosome/Vacuole","Cytoplasm, Cell membrane"
,,,,,,"(0.38208008, 0.44946289, 0.39477539, 0.61474609, 0.56494141) mean: 0.48120117, var: 0.00862968",,,,,Membrane,Cytoplasm
,,,,,,,,"(0.95849609, 0.96826172, 0.97119141, 0.97412109, 0.98876953) mean: 0.97216797, var: 0.00009651",,,Nucleus,Nucleus
"(0.80517578, 0.83496094, 0.57324219, 0.79492188, 0.69677734) mean: 0.74101563, var: 0.00919062",,,,,,"(0.76855469, 0.74365234, 0.53662109, 0.68603516, 0.66210938) mean: 0.67939453, var: 0.00656115",,,,,"Membrane, Cell membrane",Cell membrane
"(0.84277344, 0.90380859, 0.65917969, 0.78808594, 0.73681641) mean: 0.78613281, var: 0.00712175",,,,,,"(0.75585938, 0.73828125, 0.51611328, 0.55859375, 0.59716797) mean: 0.63320313, var: 0.00933222",,,,,"Membrane, Cell membrane",Cell membrane
,,,,,"(0.40332031, 0.66308594, 0.52734375, 0.73046875, 0.82714844) mean: 0.63027344, var: 0.02239555","(0.67431641, 0.69384766, 0.61328125, 0.71777344, 0.71826172) mean: 0.68349610, var: 0.00150103",,,,,"Membrane, Lysosome/Vacuole","Cytoplasm, Cell membrane"
,"(0.48217773, 0.65039062, 0.63818359, 0.61279297, 0.57080078) mean: 0.59086914, var: 0.00369574",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,"(0.65576172, 0.74267578, 0.76660156, 0.77734375, 0.84082031) mean: 0.75664062, var: 0.00359713",,"(0.84912109, 0.79248047, 0.87939453, 0.91699219, 0.88623047) mean: 0.86484375, var: 0.00177444",,"(0.83007812, 0.89648438, 0.91406250, 0.95947266, 0.89941406) mean: 0.89990234, var: 0.00172730",,,,,"Membrane, Endoplasmic reticulum, Golgi apparatus",Cell membrane
,"(0.44360352, 0.60107422, 0.62548828, 0.69873047, 0.53417969) mean: 0.58061524, var: 0.00746237",,,,"(0.76416016, 0.71972656, 0.62060547, 0.67773438, 0.69091797) mean: 0.69462891, var: 0.00224863","(0.68603516, 0.49902344, 0.44726562, 0.68310547, 0.64453125) mean: 0.59199219, var: 0.00989901",,,,,"Membrane, Cytoplasm, Lysosome/Vacuole","Cytoplasm, Cell membrane"
"(0.57519531, 0.67578125, 0.64892578, 0.65283203, 0.74902344) mean: 0.66035156, var: 0.00310789",,,,,"(0.64550781, 0.64990234, 0.64160156, 0.67919922, 0.58740234) mean: 0.64072265, var: 0.00088629","(0.74414062, 0.77001953, 0.74951172, 0.77734375, 0.77294922) mean: 0.76279297, var: 0.00017828",,,,,"Membrane, Cell membrane, Lysosome/Vacuole","Endoplasmic reticulum, Golgi apparatus"
,,,,,,,"(0.92187500, 0.95361328, 0.91943359, 0.94921875, 0.90283203) mean: 0.92939453, var: 0.00036818",,,,Mitochondrion,Mitochondrion
,"(0.70458984, 0.61523438, 0.66748047, 0.57568359, 0.63916016) mean: 0.64042969, var: 0.00193535",,,"(0.78662109, 0.62158203, 0.72656250, 0.58398438, 0.65576172) mean: 0.67490234, var: 0.00532507",,,,,,,"Cytoplasm, Golgi apparatus",Cytoplasm
,,,,,,,,"(0.94238281, 0.93115234, 0.92968750, 0.96533203, 0.94726562) mean: 0.94316406, var: 0.00016695",,,Nucleus,Nucleus
,,,,,,,,"(0.65234375, 0.51123047, 0.55029297, 0.51855469, 0.60546875) mean: 0.56757813, var: 0.00289961",,,Nucleus,Cytoplasm
"(0.66503906, 0.76074219, 0.77978516, 0.78662109, 0.62060547) mean: 0.72255859, var: 0.00450796",,,,,,"(0.62158203, 0.63330078, 0.71240234, 0.70214844, 0.49218750) mean: 0.63232422, var: 0.00620852",,,,,"Membrane, Cell membrane",Nucleus
,,,"(0.82763672, 0.85302734, 0.88623047, 0.89013672, 0.88037109) mean: 0.86748047, var: 0.00056549",,,,,,,,Extracellular,Nucleus
,,,,,,"(0.54052734, 0.53759766, 0.36718750, 0.62646484, 0.48559570) mean: 0.51147461, var: 0.00724754",,,,,Membrane,Nucleus
,"(0.70703125, 0.76855469, 0.75781250, 0.78955078, 0.76562500) mean: 0.75771484, var: 0.00075249",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.60595703, 0.55908203, 0.59423828, 0.72607422, 0.67480469) mean: 0.63203125, var: 0.00362068",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,,"(0.92285156, 0.92285156, 0.86669922, 0.91699219, 0.91552734) mean: 0.90898437, var: 0.00045591",,,,Mitochondrion,Mitochondrion
"(0.68701172, 0.73779297, 0.67675781, 0.70751953, 0.65527344) mean: 0.69287109, var: 0.00078802",,,,,,"(0.56835938, 0.57373047, 0.53320312, 0.54882812, 0.49511719) mean: 0.54384766, var: 0.00080132",,,,,"Membrane, Cell membrane",Cell membrane
,,,,,,"(0.63867188, 0.75097656, 0.72949219, 0.73486328, 0.73339844) mean: 0.71748047, var: 0.00160652",,,,,Membrane,Nucleus
,,,,,,,,"(0.95410156, 0.95263672, 0.93652344, 0.93750000, 0.90820312) mean: 0.93779297, var: 0.00027271",,,Nucleus,Nucleus
,"(0.65722656, 0.72021484, 0.69873047, 0.79394531, 0.72558594) mean: 0.71914062, var: 0.00197767",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,"(0.61767578, 0.71972656, 0.64697266, 0.67773438, 0.69677734) mean: 0.67177734, var: 0.00130037",,,,,,,"(0.46752930, 0.53857422, 0.64062500, 0.71142578, 0.50976562) mean: 0.57358398, var: 0.00800818",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
"(0.47973633, 0.61816406, 0.57470703, 0.59814453, 0.50976562) mean: 0.55610351, var: 0.00278884","(0.62939453, 0.69091797, 0.66992188, 0.57910156, 0.64648438) mean: 0.64316406, var: 0.00146021",,,,,,,,,,"Cytoplasm, Cell membrane",Cell membrane
,"(0.68066406, 0.72705078, 0.43579102, 0.67285156, 0.39599609) mean: 0.58247070, var: 0.01900035",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.62109375, 0.54248047, 0.62255859, 0.72167969, 0.60839844) mean: 0.62324219, var: 0.00328756",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.92187500, 0.87353516, 0.85058594, 0.93994141, 0.92871094) mean: 0.90292969, var: 0.00119947",,,Nucleus,Nucleus
,"(0.66064453, 0.78076172, 0.68212891, 0.67724609, 0.78417969) mean: 0.71699219, var: 0.00291019",,,,,"(0.41064453, 0.45898438, 0.41162109, 0.60693359, 0.41235352) mean: 0.46010742, var: 0.00572742",,,,,"Membrane, Cytoplasm",Cytoplasm
"(0.65673828, 0.69677734, 0.65136719, 0.67431641, 0.50097656) mean: 0.63603516, var: 0.00481192","(0.61328125, 0.64550781, 0.55664062, 0.63623047, 0.64746094) mean: 0.61982422, var: 0.00114552",,,,,"(0.56250000, 0.64892578, 0.62304688, 0.56787109, 0.49340820) mean: 0.57915039, var: 0.00291034",,,,,"Membrane, Cytoplasm, Cell membrane",Cell membrane
,"(0.58886719, 0.61669922, 0.54052734, 0.51318359, 0.52636719) mean: 0.55712891, var: 0.00154181",,,,,,,,,,Cytoplasm,Nucleus
,,"(0.75195312, 0.80712891, 0.74853516, 0.71093750, 0.83349609) mean: 0.77041016, var: 0.00193686",,,,"(0.91992188, 0.90527344, 0.84863281, 0.85205078, 0.87890625) mean: 0.88095703, var: 0.00079884",,,,,"Membrane, Endoplasmic reticulum",Nucleus
,,"(0.69384766, 0.82324219, 0.80810547, 0.77539062, 0.79052734) mean: 0.77822266, var: 0.00203966",,,,"(0.76025391, 0.84570312, 0.83935547, 0.77734375, 0.83837891) mean: 0.81220703, var: 0.00129171",,,,,"Membrane, Endoplasmic reticulum",Nucleus
,,,"(0.72558594, 0.67285156, 0.77978516, 0.75585938, 0.62402344) mean: 0.71162110, var: 0.00319496",,,,,,,,Extracellular,Endoplasmic reticulum
,,,,,,,"(0.72021484, 0.71630859, 0.61474609, 0.67578125, 0.77197266) mean: 0.69980469, var: 0.00274185",,,,Mitochondrion,Mitochondrion
,"(0.55322266, 0.70849609, 0.67382812, 0.69189453, 0.63037109) mean: 0.65156250, var: 0.00309673",,,,,,,"(0.62939453, 0.46533203, 0.61230469, 0.50927734, 0.62109375) mean: 0.56748047, var: 0.00450777",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,"(0.65429688, 0.71484375, 0.69335938, 0.79785156, 0.72021484) mean: 0.71611328, var: 0.00220772",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,,,,,,,"(0.91992188, 0.86621094, 0.89746094, 0.95214844, 0.93505859) mean: 0.91416016, var: 0.00089821",,,,Mitochondrion,Mitochondrion
,,,,,,,"(0.86279297, 0.92773438, 0.90332031, 0.93701172, 0.93701172) mean: 0.91357422, var: 0.00079660",,,,Mitochondrion,Mitochondrion
,"(0.67382812, 0.58496094, 0.59472656, 0.66015625, 0.63769531) mean: 0.63027344, var: 0.00123238",,,,,,,,,,Cytoplasm,Golgi apparatus
"(0.77050781, 0.84716797, 0.78662109, 0.82031250, 0.81835938) mean: 0.80859375, var: 0.00073080",,,,,"(0.59619141, 0.60791016, 0.54150391, 0.60742188, 0.62109375) mean: 0.59482422, var: 0.00077299","(0.85888672, 0.89453125, 0.84423828, 0.82910156, 0.81982422) mean: 0.84931641, var: 0.00068804",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Nucleus
,"(0.46020508, 0.49633789, 0.43530273, 0.53076172, 0.50000000) mean: 0.48452148, var: 0.00110623",,,,,,,"(0.84570312, 0.74365234, 0.82421875, 0.85253906, 0.84960938) mean: 0.82314453, var: 0.00167870",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.88769531, 0.91259766, 0.86083984, 0.85595703, 0.85351562) mean: 0.87412109, var: 0.00051912",,,Nucleus,Nucleus
,,,,,,,,"(0.92724609, 0.94677734, 0.88818359, 0.82373047, 0.84326172) mean: 0.88583984, var: 0.00222076",,,Nucleus,Nucleus
,,,,,,,,"(0.89990234, 0.92871094, 0.92724609, 0.92431641, 0.94335938) mean: 0.92470703, var: 0.00019716",,,Nucleus,Nucleus
,,,,,,,,"(0.90527344, 0.94873047, 0.87646484, 0.93066406, 0.93212891) mean: 0.91865234, var: 0.00063787",,,Nucleus,Nucleus
,,,,,,,,"(0.93554688, 0.92724609, 0.88574219, 0.91015625, 0.92529297) mean: 0.91679688, var: 0.00030828",,,Nucleus,Nucleus
,,,"(0.92578125, 0.97509766, 0.93505859, 0.94677734, 0.88623047) mean: 0.93378906, var: 0.00084053",,,,,,,,Extracellular,Cytoplasm
